path,GEOID,State,STATEFIP,PUMA,Name,url,Overeducation,Ind,Nativity,,
1023,2400302,Maryland,24,302,Outer Frederick County PUMA,https://www.google.com/maps/d/edit?mid=1IOScnDRiCvc0S8mfVQZzzjIpfQDrCjs&usp=sharing,0.241865370,0,0,,
1024,2400400,Maryland,24,400,Carroll County--Westminster City PUMA,https://www.google.com/maps/d/edit?mid=1IEJiDUcSt1HFCREkwN4VT8We6jIV5LM&usp=sharing,0.239335858,0,0,,
1025,2400501,Maryland,24,501,Outer Baltimore County PUMA,https://www.google.com/maps/d/edit?mid=1DDQtXz66-HSCOn_laXE8i_fiKVuqTdI&usp=sharing,0.241027851,0,0,,
1026,2400502,Maryland,24,502,"Inner West Baltimore County--Randallstown, Owings Mills & Milford Mill PUMA",https://www.google.com/maps/d/edit?mid=1ErN5uVXeg-qvvI5_aanpReqe0lEJmJA&usp=sharing,0.238506001,0,0,,
1027,2400503,Maryland,24,503,"West Central Baltimore County--Pikesville, Towson & Cockeysville PUMA",https://www.google.com/maps/d/edit?mid=1o5KEp1-HVd_yJF82eK_T9vtiz3wE5ew&usp=sharing,0.239714494,0,0,,
1028,2400504,Maryland,24,504,"East Central Baltimore County--Towson, Parkville & Carney PUMA",https://www.google.com/maps/d/edit?mid=1mgdzr2n4Pi5u6HOo29Xdb8Y_LuHo2l8&usp=sharing,0.242659807,0,0,,
1029,2400505,Maryland,24,505,"Inner East Baltimore County--Middle River, Rosedale & White Marsh PUMA",https://www.google.com/maps/d/edit?mid=1ZUIzFyP22iL3QPnCcdUZNBKj3gLV_yk&usp=sharing,0.240975672,0,0,,
1030,2400506,Maryland,24,506,"Southeast Baltimore County--Dundalk, Essex, Edgemere PUMA",https://www.google.com/maps/d/edit?mid=1a9Wb7F4KkGRok1uyRA6yoahXZ14EQHI&usp=sharing,0.241940675,0,0,,
1031,2400507,Maryland,24,507,"Southwest Baltimore County--Catonsville, Woodlawn & Arbutus PUMA",https://www.google.com/maps/d/edit?mid=1UtlgKqsMUrdIaJpGcudef--M32tu0oY&usp=sharing,0.242492839,0,0,,
1032,2400601,Maryland,24,601,"North Harford County--Bel Air Town, Fallston & Jarrettsville PUMA",https://www.google.com/maps/d/edit?mid=1Z3oF8OR0anxGL3GpCJkDnH8W8q9rMM8&usp=sharing,0.240318381,0,0,,
1033,2400602,Maryland,24,602,"South Harford County--Aberdeen, Havre de Grace Cities PUMA",https://www.google.com/maps/d/edit?mid=1eamyXeIAL239cBlIIvHyw-FIJaqYPp4&usp=sharing,0.241389706,0,0,,
1034,2400700,Maryland,24,700,Cecil County--Elkton PUMA,https://www.google.com/maps/d/edit?mid=19-YOnpBhL1Fn02VcEK45VZeGIYGlpKA&usp=sharing,0.241555425,0,0,,
1035,2400801,Maryland,24,801,"Northwest Baltimore City--Sandtown, Winchester, Ashburton & Mount Washington PUMA",https://www.google.com/maps/d/edit?mid=11u-e_6F1xXles2_mv8SYxDFdjHZwXJ0&usp=sharing,0.240768444,0,0,,
1036,2400802,Maryland,24,802,"North Central Baltimore City--Guilford, Roland Park & Druid Lake PUMA",https://www.google.com/maps/d/edit?mid=1-aDF0-pcYvc18cqGQhQ-Zu8eolLUcZA&usp=sharing,0.242023594,0,0,,
1037,2400803,Maryland,24,803,"Northeast Baltimore City--Frankford, Belair-Edison & Loch Raven PUMA",https://www.google.com/maps/d/edit?mid=1iXSyYZlmhrzPirKvYHf1wvV1BCHetSI&usp=sharing,0.238372764,0,0,,
1038,2400804,Maryland,24,804,"East Baltimore City--Inner Harbor, Canton & Bayview PUMA",https://www.google.com/maps/d/edit?mid=1njaHHN_LtKc7vnqOQUAALSgKOxHTBsQ&usp=sharing,0.239741825,0,0,,
1039,2400805,Maryland,24,805,"Southwest Baltimore City--Irvington, Ten Hills & Cherry Hill PUMA",https://www.google.com/maps/d/edit?mid=1H0rWrzKMTsaPdc323gpkQuz58ciY6JU&usp=sharing,0.237869086,0,0,,
1040,2400901,Maryland,24,901,"West Howard County--Ellicott City (North & West), Fulton & Highland PUMA",https://www.google.com/maps/d/edit?mid=1Duq306EN8R7M7sTosoHYhpF92cV7TG0&usp=sharing,0.241286863,0,0,,
1041,2400902,Maryland,24,902,Central Howard County--Columbia PUMA,https://www.google.com/maps/d/edit?mid=1gouGm8KEdGkq2hspFihS8p8JIsOOoZc&usp=sharing,0.240968388,0,0,,
1042,2400903,Maryland,24,903,"East Howard County--Ellicott City (Southeast), North Laurel & Elkridge PUMA",https://www.google.com/maps/d/edit?mid=1lkqF8BlIBpx43e2gh6OuIp2BvpUcZLY&usp=sharing,0.241612728,0,0,,
1043,2401001,Maryland,24,1001,"North Montgomery County--Olney, Damascus & Darnestown PUMA",https://www.google.com/maps/d/edit?mid=1b0wvakejrauE3zqs8bPWfvO4lBut-CE&usp=sharing,0.238961764,0,0,,
1044,2401002,Maryland,24,1002,"North Central Montgomery County--Germantown, Clarksburg & Montgomery Village PUMA",https://www.google.com/maps/d/edit?mid=1Z1TWAAEj0giJeP3n_oU2d9xBVt_snrY&usp=sharing,0.239817206,0,0,,
1045,2401003,Maryland,24,1003,Central Montgomery County--Gaithersburg & Rockville PUMA,https://www.google.com/maps/d/edit?mid=12KE0TxUgxPEl8mzNzehGpEpA-BAgh18&usp=sharing,0.237452603,0,0,,
1046,2401004,Maryland,24,1004,Southwest Montgomery County--North Bethesda & Potomac PUMA,https://www.google.com/maps/d/edit?mid=18aY8nlcudWRZ0XbqjSqDSE5GbEhJ9Ts&usp=sharing,0.237772892,0,0,,
1047,2401005,Maryland,24,1005,"East Central Montgomery County--Wheaton, Aspen Hill & Glenmont PUMA",https://www.google.com/maps/d/edit?mid=1EMzfp0nzBywquBNj4G6PqnCoMIxdiVo&usp=sharing,0.239233216,0,0,,
1048,2401006,Maryland,24,1006,"East Montgomery County--Fairland, Colesville & White Oak PUMA",https://www.google.com/maps/d/edit?mid=1RKkJnn2vv6zo2BZmvUefZnXv7-N7dz4&usp=sharing,0.238790657,0,0,,
1049,2401007,Maryland,24,1007,Southeast Montgomery County--Takoma Park City & Silver Spring PUMA,https://www.google.com/maps/d/edit?mid=1iLbeHPCNvH_Iidv9d50UvmJlv1owIFM&usp=sharing,0.240274101,0,0,,
1050,2401008,Maryland,24,1008,South Montgomery County--South Bethesda & Chevy Chase PUMA,https://www.google.com/maps/d/edit?mid=1VQlCrz4VecjqfFRFq1lKDGr5N3zoqa4&usp=sharing,0.239987107,0,0,,
1051,2401101,Maryland,24,1101,Inner Northwest Prince George's County--College Park City & Langley Park PUMA,https://www.google.com/maps/d/edit?mid=1oVT4kc8FxYKCbzDzDs12oZl8ykMsg2I&usp=sharing,0.241884886,0,0,,
1052,2401102,Maryland,24,1102,"North Prince George's County--Laurel, Greenbelt & Beltsville PUMA",https://www.google.com/maps/d/edit?mid=1MIGVULY7-ved81b00vAnEHLr5kql-0I&usp=sharing,0.240322493,0,0,,
1053,2401103,Maryland,24,1103,Inner Northeast Prince George's County--New Carrollton & Hyattsville PUMA,https://www.google.com/maps/d/edit?mid=1VRmIAD814sPvVbolpSpWF76Om2xYrhI&usp=sharing,0.240067467,0,0,,
1054,2401104,Maryland,24,1104,"Central Prince George's County--Seat Pleasant City, Capitol Heights Town & Landover PUMA",https://www.google.com/maps/d/edit?mid=1mqH3-hl9aH4S9p35AT4UoTuioO9ctcU&usp=sharing,0.238964881,0,0,,
1055,2401105,Maryland,24,1105,"East Prince George's County--Bowie City, Kettering & Largo PUMA",https://www.google.com/maps/d/edit?mid=1Cua6XeFxfwuw_f45GUO_jwPirOVwiL8&usp=sharing,0.241403229,0,0,,
1056,2401106,Maryland,24,1106,"South Prince George's County--Clinton, Fort Washington & Rosaryville PUMA",https://www.google.com/maps/d/edit?mid=1a0Pos1Dii58xWLMsprQ0Bq9tEOBoPAs&usp=sharing,0.236327646,0,0,,
1057,2401107,Maryland,24,1107,"Southwest Prince George's County--Oxon Hill, Hillcrest Heights & Temple Hills PUMA",https://www.google.com/maps/d/edit?mid=1apm7VFeZArCRognMIaX_ZTpQArPF8D0&usp=sharing,0.241822876,0,0,,
1058,2401201,Maryland,24,1201,"Northwest Anne Arundel County--Severn, Odenton & Crofton PUMA",https://www.google.com/maps/d/edit?mid=16iB4D2uYHcbIHPQqq6YomPiTtxFOzJw&usp=sharing,0.238516645,0,0,,
1059,2401202,Maryland,24,1202,"North Anne Arundel County--Glen Burnie, Pasadena, Ferndale & Brooklyn Park PUMA",https://www.google.com/maps/d/edit?mid=1resvKKEi3e-hX_ceb4ZET-4GdIvuMJM&usp=sharing,0.241872169,0,0,,
1060,2401203,Maryland,24,1203,"East Anne Arundel County--Severna Park, Arnold & Lake Shore PUMA",https://www.google.com/maps/d/edit?mid=1g4Sp4CgtcIXSmlGvzj08zWeAphzBwl0&usp=sharing,0.240863529,0,0,,
1061,2401204,Maryland,24,1204,Central Anne Arundel County PUMA,https://www.google.com/maps/d/edit?mid=1zyuPlOvkZa2aSVPUxqae1CNVv8Yysjs&usp=sharing,0.240621724,0,0,,
1062,2401205,Maryland,24,1205,"Southeast Anne Arundel County--Annapolis City, Parole & Annapolis Neck PUMA",https://www.google.com/maps/d/edit?mid=1Pg-t2sI0PdB2dV-lB352zzz7sEiJFNw&usp=sharing,0.243925923,0,0,,
1063,2401300,Maryland,24,1300,"Queen Anne's, Talbot, Caroline, Dorchester & Kent Counties PUMA",https://www.google.com/maps/d/edit?mid=1kRlSWSb051jEyMz1SwhGEP4qRWr0fe8&usp=sharing,0.242193970,0,0,,
1064,2401400,Maryland,24,1400,"Wicomico, Worcester & Somerset Counties--Salisbury City PUMA",https://www.google.com/maps/d/edit?mid=1LSmppLfmu9L5b-NY1WSdSccRl6R9VOs&usp=sharing,0.237448640,0,0,,
1065,2401501,Maryland,24,1501,Calvert & Southeast St. Mary's Counties--Chesapeake Beach & California PUMA,https://www.google.com/maps/d/edit?mid=1RbgU-mbgU_Uc_uTlBJV7_jf5i5SdemE&usp=sharing,0.239668499,0,0,,
1066,2401601,Maryland,24,1601,Central St. Mary's County--Lexington Park City & Leonardtown PUMA,https://www.google.com/maps/d/edit?mid=1Fd0qnEgYTgoZxFfCJpF6YO66fAM4wQE&usp=sharing,0.240663406,0,0,,
1067,2401700,Maryland,24,1700,Charles County--La Plata Town & Waldorf City PUMA,https://www.google.com/maps/d/edit?mid=1-loW-xsKMfBZrmJ1TjHN7GbRcWRZ8qs&usp=sharing,0.238275182,0,0,,
1068,2500100,Massachusetts,25,100,Berkshire County--Pittsfield PUMA,https://www.google.com/maps/d/edit?mid=1hInkHo5SsNgacUTQMYn1kDnbj8VPbVI&usp=sharing,0.249815063,0,0,,
1069,2500201,Massachusetts,25,201,"Franklin & Hampshire (West, North, East) Counties PUMA",https://www.google.com/maps/d/edit?mid=1bQXICPkgMCuH5EJx0j1Wf7WreVMt5TY&usp=sharing,0.251609720,0,0,,
1070,2500301,Massachusetts,25,301,Hampshire County (South)--Northampton PUMA,https://www.google.com/maps/d/edit?mid=16oYW8bFsFC6KjS_304INWPTzGSikwB0&usp=sharing,0.248399493,0,0,,
1071,2500401,Massachusetts,25,401,Hampden County (West)--Westfield & Holyoke PUMA,https://www.google.com/maps/d/edit?mid=1WehlcjVJy-Bz1rdfl1wWgTxv7BmKfzs&usp=sharing,0.251546026,0,0,,
1072,2500402,Massachusetts,25,402,Hampden County (Central)--Springfield PUMA,https://www.google.com/maps/d/edit?mid=1GpL6Qz6CVjezAIm_c2zjPFyyE3pcCMs&usp=sharing,0.250869909,0,0,,
1073,2500403,Massachusetts,25,403,Hampden County (East)--Chicopee PUMA,https://www.google.com/maps/d/edit?mid=1CeUfi7l7-EaXIzeRDAXamAAZ59zvcMQ&usp=sharing,0.249709960,0,0,,
1074,2500501,Massachusetts,25,501,Worcester County (Northwest)--Gardner PUMA,https://www.google.com/maps/d/edit?mid=1bRhxf_Rq-OnFQEt0ogVyRbG6RWybLts&usp=sharing,0.248970456,0,0,,
1075,2500502,Massachusetts,25,502,"Worcester County (Northeast)--Fitchburg, Leominster & Lunenburg PUMA",https://www.google.com/maps/d/edit?mid=1wXwbvdyzqKeytskDIU7t2IhxpkxJBoI&usp=sharing,0.250740798,0,0,,
1076,2500503,Massachusetts,25,503,Worcester County (East Central)--Outside Worcester City PUMA,https://www.google.com/maps/d/edit?mid=1BvdtY9j_lb4pG7zD7mu1nR-TbitZuuE&usp=sharing,0.249363167,0,0,,
1077,2500504,Massachusetts,25,504,Worcester City (East) PUMA,https://www.google.com/maps/d/edit?mid=1JE2JG88ocH1bOSCO3Zjp3CiDrNRuvWo&usp=sharing,0.247137669,0,0,,
1078,2500505,Massachusetts,25,505,Worcester City (West) PUMA,https://www.google.com/maps/d/edit?mid=1i9uPtPcc-3dW1MqOvDayCUwx7BEBbD8&usp=sharing,0.247617164,0,0,,
1079,2500506,Massachusetts,25,506,Worcester County (West Central)--Outside Worcester City PUMA,https://www.google.com/maps/d/edit?mid=1_8JcEGQD3GRXYZrt7gtBWsbREyRWdBw&usp=sharing,0.249529729,0,0,,
1080,2500507,Massachusetts,25,507,Worcester County (South) PUMA,https://www.google.com/maps/d/edit?mid=1fPqMcsWYYmnskE8Oynz-QLbT07QbwD0&usp=sharing,0.249653119,0,0,,
1081,2500601,Massachusetts,25,601,Middlesex County (Northwest)--Outside Lowell PUMA,https://www.google.com/maps/d/edit?mid=1HSX9V5pAcwsU5eKIgmLE23LnIgkmHk4&usp=sharing,0.252143060,0,0,,
1082,2500602,Massachusetts,25,602,Middlesex County--Lowell PUMA,https://www.google.com/maps/d/edit?mid=1YS4zdAD_5JFuiQ2SBZVF5MAe5ZMgWio&usp=sharing,0.250200099,0,0,,
1083,2500603,Massachusetts,25,603,"Middlesex County (Northeast)--Billerica, Tewksbury & Dracut PUMA",https://www.google.com/maps/d/edit?mid=1SMhOku9A4xXgsmawcDe1mXzj43pvcoo&usp=sharing,0.248312035,0,0,,
1084,2500604,Massachusetts,25,604,Middlesex County (West Central) PUMA,https://www.google.com/maps/d/edit?mid=1oh2-qgCFBlAJx03B0kGV-kUftGqoZIc&usp=sharing,0.250640619,0,0,,
1085,2500605,Massachusetts,25,605,Middlesex County--Framingham & Marlborough PUMA,https://www.google.com/maps/d/edit?mid=1J-TWR5ELJVBqGHBqScg4S12n_friLFk&usp=sharing,0.248908651,0,0,,
1086,2500606,Massachusetts,25,606,Middlesex County (Southwest) PUMA,https://www.google.com/maps/d/edit?mid=1nz3TqB3UXFOS28Prp_vew8oK6OLKslA&usp=sharing,0.250909464,0,0,,
1087,2500607,Massachusetts,25,607,"Middlesex County--Lexington, Burlington & Wilmington PUMA",https://www.google.com/maps/d/edit?mid=1kiQyPJQWcpdFUDukS37gDUicMj9wFU4&usp=sharing,0.250119497,0,0,,
1088,2500608,Massachusetts,25,608,"Middlesex County--Woburn, Melrose & Reading PUMA",https://www.google.com/maps/d/edit?mid=1o1OhxIU8IBiLyhJZoI-IvmqgcMrdvww&usp=sharing,0.250709974,0,0,,
1089,2500609,Massachusetts,25,609,Middlesex County (East)--Malden & Medford PUMA,https://www.google.com/maps/d/edit?mid=1BNXExHc-NP77NZKpYLicPCij9Hnhcak&usp=sharing,0.246719422,0,0,,
1090,2500610,Massachusetts,25,610,Middlesex County (East)--Somerville & Everett PUMA,https://www.google.com/maps/d/edit?mid=19che4o8TQeU6B_luLL1X8MVVkgJ7B1M&usp=sharing,0.251000795,0,0,,
1091,2500611,Massachusetts,25,611,Middlesex County (East)--Cambridge PUMA,https://www.google.com/maps/d/edit?mid=1E6Wnidxn6av0K8BBqbIq97c0CZ0fPtw&usp=sharing,0.249246280,0,0,,
1092,2500612,Massachusetts,25,612,"Middlesex County--Watertown, Arlington & Belmont PUMA",https://www.google.com/maps/d/edit?mid=1iSCqo93QwwyxxIJ7ohMotHwg42Dihc8&usp=sharing,0.248921040,0,0,,
1093,2500613,Massachusetts,25,613,Middlesex County--Newton & Waltham PUMA,https://www.google.com/maps/d/edit?mid=1zEz5hbVCu-JvqqE4_oXJqDINYhXi084&usp=sharing,0.248895863,0,0,,
1094,2500701,Massachusetts,25,701,Essex County (Northwest)--Haverhill & Methuen PUMA,https://www.google.com/maps/d/edit?mid=1s_7-V7TYh9zGmmKmZJA2-s_NzdeOShU&usp=sharing,0.249359867,0,0,,
1095,2500702,Massachusetts,25,702,Essex County (West)--Lawrence & Andover PUMA,https://www.google.com/maps/d/edit?mid=10hKAovCGZtmjaxorml1a1e0UACKVvWA&usp=sharing,0.250409177,0,0,,
1096,2500703,Massachusetts,25,703,"Essex County (North)--Newburyport, Amesbury & North Andover PUMA",https://www.google.com/maps/d/edit?mid=1-sGl2LDSwgTqJbaBSdOG1Kg5Jfxf5Lw&usp=sharing,0.248422018,0,0,,
1097,2500704,Massachusetts,25,704,"Essex County (Central)--Peabody, Danvers & Saugus PUMA",https://www.google.com/maps/d/edit?mid=1Kq3BlhJo54vj9j0BaOnTgYowyDPhWPQ&usp=sharing,0.248557756,0,0,,
1098,2500705,Massachusetts,25,705,Essex County--Lynn & Nahant PUMA,https://www.google.com/maps/d/edit?mid=1PqSjNQbMa4TZp57XeYXC-h5Lg4WXuK4&usp=sharing,0.250270155,0,0,,
1099,2500706,Massachusetts,25,706,"Essex County (South Coastline)--Salem, Beverly & Gloucester PUMA",https://www.google.com/maps/d/edit?mid=1hlSFr33xh05oZZbN49MYkW2isDixln0&usp=sharing,0.248599020,0,0,,
1100,2500801,Massachusetts,25,801,"Boston City--Allston, Brighton & Fenway PUMA",https://www.google.com/maps/d/edit?mid=140V1qzlOE3vubQpEDSypsGCwPf_cdTM&usp=sharing,0.250859558,0,0,,
1101,2500802,Massachusetts,25,802,"Boston City--Back Bay, Beacon Hill, Charlestown, East Boston, Central & South End PUMA",https://www.google.com/maps/d/edit?mid=1bKtFc1HxBNrP2fZWMkfMYHr0SMuIZp4&usp=sharing,0.252016455,0,0,,
1102,2500803,Massachusetts,25,803,Boston City--Dorchester & South Boston PUMA,https://www.google.com/maps/d/edit?mid=1VDmwZvTJh-ZYNzhKaLBekb53he5pB8U&usp=sharing,0.252419388,0,0,,
1103,2500804,Massachusetts,25,804,Boston City--Mattapan & Roxbury PUMA,https://www.google.com/maps/d/edit?mid=1UT8tPd83-00RqHoXH-XVjS7LnXEBbcg&usp=sharing,0.248036921,0,0,,
1104,2500805,Massachusetts,25,805,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA",https://www.google.com/maps/d/edit?mid=1IJX2dDTXN9swXyAXPJkZqEsoDJlb5zo&usp=sharing,0.247756943,0,0,,
1105,2500806,Massachusetts,25,806,"Suffolk County (North)--Revere, Chelsea & Winthrop PUMA",https://www.google.com/maps/d/edit?mid=1LSvY_CkfwnzUgwvgT0sjTp1ndtudSg4&usp=sharing,0.252161792,0,0,,
1106,2500901,Massachusetts,25,901,"Norfolk County (Northwest)--Needham, Wellesley & Westwood PUMA",https://www.google.com/maps/d/edit?mid=10vPHTSW8urRK4vSm2TY_t2Jl4XXhpRw&usp=sharing,0.248980008,0,0,,
1107,2500902,Massachusetts,25,902,"Norfolk County--Brookline, Milton & Dedham PUMA",https://www.google.com/maps/d/edit?mid=102_gCinJyuOmKrVYrukzHmXO7Ms4Sak&usp=sharing,0.247254205,0,0,,
1108,2500903,Massachusetts,25,903,Norfolk County--Quincy PUMA,https://www.google.com/maps/d/edit?mid=11ESi2azdYqyCnQUaheUUy6N0R7s9KkE&usp=sharing,0.249075489,0,0,,
1109,2500904,Massachusetts,25,904,"Norfolk County (Northeast)--Weymouth, Braintree, Randolph & Cohasset PUMA",https://www.google.com/maps/d/edit?mid=1PRUVQd2Ardvz7znOsSwOCxDeEhUWidc&usp=sharing,0.248879772,0,0,,
1110,2500905,Massachusetts,25,905,"Norfolk County (Central)--Norwood, Stoughton & Canton PUMA",https://www.google.com/maps/d/edit?mid=1a1uV2pqCMAV8qG4ejohurrc9JZz0KRs&usp=sharing,0.248271788,0,0,,
1111,2500906,Massachusetts,25,906,"Norfolk County (Southwest)--Franklin, Walpole & Foxborough PUMA",https://www.google.com/maps/d/edit?mid=1LdT1syhxUxSxjlfUSQ6DNHZ1QWM0IoA&usp=sharing,0.251980786,0,0,,
1112,2501001,Massachusetts,25,1001,"Bristol County--Attleboro, North Attleborough & Swansea PUMA",https://www.google.com/maps/d/edit?mid=1UNbmMoze5BpePMXdfR4paO-WJe3l-KU&usp=sharing,0.252767751,0,0,,
1113,2501002,Massachusetts,25,1002,"Bristol County--Taunton, Easton & Mansfield PUMA",https://www.google.com/maps/d/edit?mid=1LUMcwqAao0ixJACkZMuyW1agM93bcAQ&usp=sharing,0.250859694,0,0,,
1114,2501003,Massachusetts,25,1003,"Bristol County (Central)--Fall River, Somerset & Acushnet PUMA",https://www.google.com/maps/d/edit?mid=1zQwO0xvm69Qkt0rAZlK-1Jkuc_HeSEw&usp=sharing,0.250206093,0,0,,
1115,2501004,Massachusetts,25,1004,"Bristol County (South)--New Bedford, Dartmouth & Westport PUMA",https://www.google.com/maps/d/edit?mid=1XMHhjgjH6cM_UjOs5QiKYmrmdIgCQ40&usp=sharing,0.252046180,0,0,,
1116,2501101,Massachusetts,25,1101,Plymouth County--Brockton PUMA,https://www.google.com/maps/d/edit?mid=1xiUDWDg09vXOxmw4Gv3pKtZ-NgBRIGs&usp=sharing,0.248409276,0,0,,
1117,2501102,Massachusetts,25,1102,"Plymouth County (West)--Bridgewater, Abington & Whitman PUMA",https://www.google.com/maps/d/edit?mid=1P1cXSa5BVdSOPVwGyPIW0R5l5INmGV8&usp=sharing,0.249859881,0,0,,
1118,2501103,Massachusetts,25,1103,"Plymouth County (North)--Marshfield, Hingham & Scituate PUMA",https://www.google.com/maps/d/edit?mid=14oHD7c2Aklmw8nLBAG6f1miNjCaZFMM&usp=sharing,0.251724166,0,0,,
1119,2501104,Massachusetts,25,1104,"Plymouth County (South)--Plymouth Town, Middleborough & Wareham PUMA",https://www.google.com/maps/d/edit?mid=1V_GRNS8xOp8aB9VSQwXMUbE18fBRjoE&usp=sharing,0.248779599,0,0,,
1120,2501201,Massachusetts,25,1201,Barnstable County (West)--Inner Cape Cod Towns & Barnstable Town City PUMA,https://www.google.com/maps/d/edit?mid=1jclpq6j5urxabG-W8thhwk4Vp2CFH_M&usp=sharing,0.249060383,0,0,,
1121,2501301,Massachusetts,25,1301,"Barnstable (East), Dukes & Nantucket Counties--Outer Cape Cod Towns PUMA",https://www.google.com/maps/d/edit?mid=1oRscZBIehuy59eiMNWU3M7w8AakDwmg&usp=sharing,0.250438137,0,0,,
1122,2600100,Michigan,26,100,Western Upper Peninsula PUMA,https://www.google.com/maps/d/edit?mid=1K-1ni21Ru_Dr6ABAUBWV-knIbFTuWUg&usp=sharing,0.258982730,0,0,,
1123,2600200,Michigan,26,200,Eastern Upper Peninsula PUMA,https://www.google.com/maps/d/edit?mid=1yrUWvU1NjGQocXGx2_ZSouLRGB2yAaE&usp=sharing,0.262135539,0,0,,
1124,2600300,Michigan,26,300,Northeast Lower Peninsula PUMA,https://www.google.com/maps/d/edit?mid=1MAV0tKlpZhwPpi7QM4qiD9G7aaxqDSs&usp=sharing,0.258734340,0,0,,
1125,2600400,Michigan,26,400,Northwest Lower Peninsula (East) PUMA,https://www.google.com/maps/d/edit?mid=19waEVlVgdc1_mWzary8p1Xnu7NtUC2E&usp=sharing,0.255384389,0,0,,
1126,2600500,Michigan,26,500,Northwest Lower Peninsula (West) PUMA,https://www.google.com/maps/d/edit?mid=1A42IShROjSMZRjSI_rWPpx0xUIW4YQs&usp=sharing,0.257674554,0,0,,
1127,2600600,Michigan,26,600,"Newaygo, Mason, Oceana & Lake Counties PUMA",https://www.google.com/maps/d/edit?mid=1aRgX6fX7s4Ua3sEP6gjDkEvbGfCIOvg&usp=sharing,0.261700299,0,0,,
1128,2600700,Michigan,26,700,Muskegon County PUMA,https://www.google.com/maps/d/edit?mid=1ofTh4BC_Bqv2RdToZoZkOA2SKHslL3o&usp=sharing,0.259190765,0,0,,
1129,2600801,Michigan,26,801,Ottawa County (West) PUMA,https://www.google.com/maps/d/edit?mid=1pJBvPwSlo-hxFgwNX_BHPlN3SgoKHF0&usp=sharing,0.261099868,0,0,,
1130,2600802,Michigan,26,802,Ottawa County (East) PUMA,https://www.google.com/maps/d/edit?mid=1BdESdXFMWvTjhy0UM8gzJCxrOm0xYzE&usp=sharing,0.257791438,0,0,,
1131,2600900,Michigan,26,900,Allegan County PUMA,https://www.google.com/maps/d/edit?mid=16gmeXVS9swnlK-NrQS0aIS1ZpyzspJ0&usp=sharing,0.257666198,0,0,,
1132,2601001,Michigan,26,1001,Kent County (Southwest) PUMA,https://www.google.com/maps/d/edit?mid=17QLW_ZZ9iT1zZ0a7r6hBPXMeoV1wDC0&usp=sharing,0.261436025,0,0,,
1133,2601002,Michigan,26,1002,Kent County (Central)--Grand Rapids City Area PUMA,https://www.google.com/maps/d/edit?mid=1lVApWTMto79eJyMe89BHgKw7bDuBRmY&usp=sharing,0.255985413,0,0,,
1134,2601003,Michigan,26,1003,Kent County (Southeast) PUMA,https://www.google.com/maps/d/edit?mid=1Dv0ETISB-39ffV-p4UuU3JNvqI5XuHg&usp=sharing,0.262167296,0,0,,
1135,2601004,Michigan,26,1004,Kent County (North) PUMA,https://www.google.com/maps/d/edit?mid=1iLexod66m5_x38qMFPRgXj4HYkNwdtA&usp=sharing,0.259798413,0,0,,
1136,2601100,Michigan,26,1100,"Ionia, Montcalm, Mecosta & Osceola Counties PUMA",https://www.google.com/maps/d/edit?mid=1TDvRcnv122Y5cRJkp7Y0eH82N0aKLgg&usp=sharing,0.259004475,0,0,,
1137,2601200,Michigan,26,1200,"Isabella, Gratiot & Clare Counties PUMA",https://www.google.com/maps/d/edit?mid=1F8V2677kl0Cx9kFXAbV-4qOL_SzZl_4&usp=sharing,0.259480020,0,0,,
1138,2601300,Michigan,26,1300,"Iosco, Gladwin, Roscommon, Ogemaw & Arenac Counties PUMA",https://www.google.com/maps/d/edit?mid=1gUgm9_ctfne6ZEHxofbjIaWwcHQLTnA&usp=sharing,0.262350526,0,0,,
1139,2601400,Michigan,26,1400,Bay & Midland Counties PUMA,https://www.google.com/maps/d/edit?mid=1yguNOVy2V1_xsVdInbQxJj5XNC-aNss&usp=sharing,0.258855491,0,0,,
1140,2601500,Michigan,26,1500,Saginaw County PUMA,https://www.google.com/maps/d/edit?mid=1X_7orSEJu3vTNlPEhGo20vvoLidGRuY&usp=sharing,0.260435750,0,0,,
1141,2601600,Michigan,26,1600,"Tuscola, Sanilac & Huron Counties PUMA",https://www.google.com/maps/d/edit?mid=12Jx0PdA3sXUwmVIhIzoWXPMQGYdG1eE&usp=sharing,0.257572513,0,0,,
1142,2601701,Michigan,26,1701,"Genesee (East, excluding Grand Blanc area) & Lapeer Counties PUMA",https://www.google.com/maps/d/edit?mid=1ZKQM38pgeZdB6SRqtEm2ewzU8hHhfS8&usp=sharing,0.261562591,0,0,,
1143,2601702,Michigan,26,1702,"Genesee County (Central)--Outside Flint City, including Grand Blanc area PUMA",https://www.google.com/maps/d/edit?mid=1hhUp5TS5oiBzG0vroqiVGEmeA0BADeE&usp=sharing,0.259422899,0,0,,
1144,2601703,Michigan,26,1703,Genesee County (Central)--Flint City and Mount Morris City Area PUMA,https://www.google.com/maps/d/edit?mid=1CG5TdeAUlMjRR6XdnlG9kjfRSc0zHZA&usp=sharing,0.258867642,0,0,,
1145,2601704,Michigan,26,1704,Genesee (West) & Shiawassee Counties PUMA,https://www.google.com/maps/d/edit?mid=1XFzeJ6v_xjwKn6f4P3BUwssg6W_5px0&usp=sharing,0.259502153,0,0,,
